Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-10-22,PA012,Perth,Tokyo,Business Class,810,No,1,None
2024-11-02,PA007,Perth,New York,Premium Economy,885,Yes,2,Nut Free
2024-02-04,PA005,Tokyo,London,Business Class,415,No,2,Nut Free
2024-08-09,PA010,New York,Tokyo,Business Class,242,No,1,Dairy Free
2024-04-12,PA010,New York,Tokyo,First Class,670,No,2,Vegan
2024-08-11,PA006,London,Tokyo,Premium Economy,1127,No,3,Vegan
2024-04-24,PA010,New York,Tokyo,Premium Economy,1467,No,0,Dairy Free
2024-09-26,PA005,Tokyo,London,Premium Economy,945,No,2,Nut Free
2024-09-29,PA002,London,New York,Business Class,260,Yes,0,Vegetarian
2024-01-19,PA006,London,Tokyo,Premium Economy,710,No,0,Dairy Free
2024-09-07,PA002,London,New York,First Class,571,No,1,Nut Free
2024-06-04,PA010,New York,Tokyo,Business Class,603,No,1,Vegan
2024-12-10,PA006,London,Tokyo,First Class,358,No,1,Egg Free
2024-06-22,PA011,Tokyo,Perth,Economy,2485,No,0,Nut Free
2024-10-12,PA003,Perth,London,First Class,398,No,3,None
2024-05-01,PA004,London,Perth,Economy,2635,No,3,Vegan
2024-07-24,PA009,Tokyo,New York,Economy,2040,Yes,2,Dairy Free
2024-08-16,PA008,New York,Perth,Premium Economy,765,Yes,1,Nut Free
2024-06-25,PA012,Perth,Tokyo,Business Class,475,No,1,Nut Free
2024-08-21,PA010,New York,Tokyo,Economy,1225,Yes,2,Nut Free
2024-03-18,PA002,London,New York,Premium Economy,1617,Yes,3,Vegetarian
2024-10-03,PA012,Perth,Tokyo,Economy,2055,No,0,None
2024-12-20,PA001,New York,London,First Class,473,Yes,1,None
2024-02-03,PA005,Tokyo,London,Business Class,330,Yes,3,Vegan
2024-10-08,PA006,London,Tokyo,First Class,654,No,0,Vegetarian
2024-04-15,PA008,New York,Perth,Business Class,520,No,0,Vegan
2024-09-08,PA008,New York,Perth,First Class,611,No,2,Nut Free
2024-08-17,PA001,New York,London,Premium Economy,522,Yes,1,Vegan
2024-07-26,PA005,Tokyo,London,Premium Economy,1507,No,0,None
2024-08-25,PA002,London,New York,First Class,370,Yes,1,None
2024-09-18,PA011,Tokyo,Perth,Business Class,694,Yes,0,Dairy Free
2024-02-16,PA010,New York,Tokyo,First Class,340,Yes,1,None
2024-08-10,PA003,Perth,London,Business Class,632,No,0,Nut Free
2024-05-31,PA009,Tokyo,New York,First Class,447,No,2,Egg Free
2024-08-01,PA004,London,Perth,First Class,499,No,3,Vegetarian
2024-02-07,PA008,New York,Perth,Premium Economy,632,No,2,Vegan
2024-05-01,PA005,Tokyo,London,Economy,1810,Yes,0,Dairy Free
2024-01-13,PA010,New York,Tokyo,Economy,2930,No,0,Vegan
2024-09-08,PA006,London,Tokyo,Economy,1865,Yes,1,Dairy Free
2024-02-22,PA009,Tokyo,New York,Business Class,655,No,2,Vegan
2024-02-17,PA007,Perth,New York,Economy,2770,No,2,None
2024-10-22,PA004,London,Perth,Economy,2390,No,2,None
2024-10-18,PA002,London,New York,First Class,532,No,3,Egg Free
2024-07-10,PA010,New York,Tokyo,Economy,2920,Yes,3,Vegan
2024-03-29,PA007,Perth,New York,First Class,698,Yes,3,Vegan
2024-02-07,PA004,London,Perth,Premium Economy,1045,Yes,0,Egg Free
2024-03-11,PA010,New York,Tokyo,First Class,561,Yes,0,None
2024-11-28,PA004,London,Perth,Economy,1220,Yes,3,Egg Free
2024-07-22,PA012,Perth,Tokyo,Business Class,411,No,3,Nut Free
2024-05-22,PA012,Perth,Tokyo,First Class,223,No,2,Vegan
2024-06-12,PA001,New York,London,Business Class,328,Yes,1,Egg Free
2024-08-17,PA003,Perth,London,Economy,1570,No,2,None
2024-02-28,PA003,Perth,London,First Class,660,Yes,1,Vegan
2024-02-17,PA012,Perth,Tokyo,Economy,1845,No,1,Vegan
2024-11-12,PA006,London,Tokyo,Business Class,546,Yes,1,Vegan
2024-12-10,PA005,Tokyo,London,Economy,1510,No,1,Dairy Free
2024-11-08,PA003,Perth,London,First Class,698,No,1,None
2024-03-31,PA002,London,New York,Premium Economy,1397,No,1,None
2024-05-28,PA007,Perth,New York,First Class,622,Yes,0,Egg Free
2024-08-25,PA002,London,New York,First Class,576,No,1,Egg Free
2024-04-13,PA010,New York,Tokyo,First Class,283,Yes,3,Dairy Free
2024-05-06,PA004,London,Perth,Economy,1905,Yes,0,Nut Free
2024-11-11,PA011,Tokyo,Perth,Premium Economy,1080,Yes,2,Vegetarian
2024-10-21,PA008,New York,Perth,Premium Economy,1212,Yes,2,Nut Free
2024-05-03,PA009,Tokyo,New York,First Class,437,No,3,Dairy Free
2024-11-12,PA005,Tokyo,London,Economy,2600,No,0,None
2024-01-31,PA002,London,New York,First Class,328,No,1,Egg Free
2024-01-22,PA005,Tokyo,London,Business Class,376,No,1,None
2024-12-02,PA004,London,Perth,Economy,2870,Yes,2,Vegetarian
2024-11-15,PA001,New York,London,Premium Economy,1590,Yes,3,Vegetarian
2024-03-07,PA001,New York,London,Premium Economy,1417,No,0,None
2024-07-10,PA007,Perth,New York,Economy,1695,No,1,None
2024-10-25,PA006,London,Tokyo,Business Class,726,Yes,1,Dairy Free
2024-05-19,PA006,London,Tokyo,First Class,304,No,2,Dairy Free
2024-11-25,PA009,Tokyo,New York,Business Class,732,No,2,Vegan
2024-07-30,PA005,Tokyo,London,Premium Economy,877,No,3,None
2024-01-17,PA010,New York,Tokyo,Premium Economy,1417,Yes,1,Vegan
2024-04-14,PA011,Tokyo,Perth,Business Class,249,Yes,1,Nut Free
2024-08-26,PA007,Perth,New York,Business Class,342,Yes,3,Dairy Free
2024-04-05,PA002,London,New York,Business Class,820,No,2,Egg Free
2024-11-05,PA009,Tokyo,New York,Economy,2825,Yes,3,Vegetarian
2024-10-30,PA003,Perth,London,Economy,3145,No,2,Vegan
2024-04-06,PA009,Tokyo,New York,Premium Economy,985,No,3,Dairy Free
2024-04-27,PA001,New York,London,First Class,633,Yes,0,Egg Free
2024-11-13,PA001,New York,London,Business Class,438,No,3,Vegetarian
2024-03-10,PA010,New York,Tokyo,Premium Economy,1480,Yes,2,None
2024-01-29,PA007,Perth,New York,First Class,502,No,1,Egg Free
2024-06-28,PA002,London,New York,Economy,1890,Yes,1,Vegetarian
2024-03-05,PA006,London,Tokyo,Economy,3315,No,2,Egg Free
2024-05-01,PA002,London,New York,Business Class,697,Yes,1,Dairy Free
2024-01-16,PA009,Tokyo,New York,First Class,497,No,3,Egg Free
2024-02-05,PA006,London,Tokyo,Economy,1950,No,2,Dairy Free
2024-10-19,PA010,New York,Tokyo,Business Class,835,No,0,None
2024-08-12,PA006,London,Tokyo,First Class,229,No,1,Nut Free
2024-04-05,PA003,Perth,London,First Class,315,Yes,3,Egg Free
2024-01-22,PA007,Perth,New York,First Class,392,No,2,Dairy Free
2024-11-10,PA008,New York,Perth,First Class,554,Yes,1,Egg Free
2024-04-21,PA006,London,Tokyo,Business Class,736,No,0,Vegetarian
2024-03-16,PA010,New York,Tokyo,Premium Economy,790,No,0,Egg Free
2024-04-21,PA006,London,Tokyo,Economy,3185,No,3,Nut Free
2024-02-22,PA006,London,Tokyo,Business Class,537,No,1,Nut Free
2024-08-19,PA005,Tokyo,London,Economy,1905,No,1,Vegan
2024-02-27,PA002,London,New York,First Class,688,No,0,Vegan
2024-05-20,PA006,London,Tokyo,First Class,445,No,3,Vegetarian
2024-10-22,PA001,New York,London,Premium Economy,1505,No,1,Egg Free
2024-04-08,PA011,Tokyo,Perth,Economy,2285,No,1,Vegan
2024-06-15,PA008,New York,Perth,First Class,385,No,1,Dairy Free
2024-12-02,PA001,New York,London,First Class,543,Yes,2,Vegetarian
2024-05-09,PA003,Perth,London,Business Class,796,Yes,0,None
2024-05-14,PA007,Perth,New York,Premium Economy,922,No,3,Vegetarian
2024-10-24,PA011,Tokyo,Perth,Business Class,702,No,3,Egg Free
2024-08-04,PA008,New York,Perth,Economy,1740,Yes,1,Dairy Free
2024-05-07,PA012,Perth,Tokyo,Business Class,730,No,3,None
2024-01-18,PA003,Perth,London,Business Class,813,No,3,Vegan
2024-07-02,PA009,Tokyo,New York,Business Class,694,Yes,2,Dairy Free
2024-06-27,PA007,Perth,New York,Premium Economy,720,Yes,2,Vegan
2024-09-23,PA003,Perth,London,Economy,1890,No,1,Dairy Free
2024-08-17,PA011,Tokyo,Perth,Economy,3220,No,2,None
2024-02-15,PA002,London,New York,Economy,2965,No,3,Egg Free
2024-10-01,PA010,New York,Tokyo,Business Class,349,No,2,Dairy Free
2024-03-21,PA005,Tokyo,London,Economy,1370,Yes,0,Vegan
2024-04-14,PA004,London,Perth,Business Class,362,Yes,0,Dairy Free
2024-11-20,PA007,Perth,New York,Business Class,651,No,0,Vegan
2024-02-13,PA010,New York,Tokyo,Premium Economy,1647,Yes,0,Dairy Free
2024-12-05,PA004,London,Perth,Economy,1335,No,0,Vegan
2024-06-28,PA001,New York,London,Business Class,550,Yes,2,Vegetarian
2024-05-26,PA006,London,Tokyo,First Class,349,Yes,1,Nut Free
2024-10-22,PA007,Perth,New York,First Class,458,Yes,0,None
2024-10-01,PA006,London,Tokyo,Business Class,343,Yes,2,Vegetarian
2024-01-07,PA001,New York,London,Business Class,662,No,3,Nut Free
2024-09-25,PA009,Tokyo,New York,Premium Economy,1140,No,0,Vegan
2024-11-06,PA006,London,Tokyo,Premium Economy,1207,Yes,0,None
2024-01-19,PA006,London,Tokyo,First Class,392,No,2,Vegan
2024-02-22,PA008,New York,Perth,First Class,254,Yes,3,Dairy Free
2024-05-24,PA009,Tokyo,New York,Business Class,514,Yes,3,Egg Free
2024-04-30,PA012,Perth,Tokyo,Premium Economy,1452,Yes,0,Vegetarian
2024-08-28,PA011,Tokyo,Perth,Business Class,428,No,3,Vegetarian
2024-12-14,PA001,New York,London,Premium Economy,990,No,1,Vegan
2024-02-01,PA011,Tokyo,Perth,Economy,2425,Yes,2,Nut Free
2024-07-25,PA009,Tokyo,New York,Premium Economy,750,Yes,0,Vegetarian
2024-10-19,PA006,London,Tokyo,Premium Economy,962,No,0,None
2024-11-01,PA012,Perth,Tokyo,First Class,608,Yes,1,None
2024-02-16,PA006,London,Tokyo,Business Class,402,No,3,Vegan
2024-01-07,PA011,Tokyo,Perth,First Class,368,No,2,None
2024-11-25,PA010,New York,Tokyo,Economy,2930,Yes,2,Egg Free
2024-08-27,PA005,Tokyo,London,First Class,516,No,3,Vegetarian
2024-11-08,PA009,Tokyo,New York,First Class,431,Yes,3,Vegan
2024-03-27,PA010,New York,Tokyo,First Class,498,No,1,Vegetarian
2024-02-07,PA001,New York,London,Business Class,249,Yes,0,None
2024-06-14,PA003,Perth,London,Economy,1405,No,0,Nut Free
2024-11-15,PA005,Tokyo,London,First Class,424,Yes,1,Nut Free
2024-08-26,PA001,New York,London,First Class,571,No,3,Nut Free
2024-02-17,PA003,Perth,London,Business Class,714,No,3,None
2024-07-10,PA004,London,Perth,Economy,2355,No,2,Dairy Free
2024-11-05,PA003,Perth,London,First Class,660,Yes,0,Vegan
2024-12-29,PA010,New York,Tokyo,Business Class,603,Yes,3,Egg Free
2024-09-05,PA003,Perth,London,Business Class,794,No,2,Nut Free
2024-02-11,PA007,Perth,New York,Business Class,824,Yes,3,Dairy Free
2024-07-20,PA003,Perth,London,First Class,582,No,3,Dairy Free
2024-06-23,PA010,New York,Tokyo,Premium Economy,1570,No,2,Egg Free
2024-10-26,PA002,London,New York,Premium Economy,920,No,1,None
2024-01-21,PA005,Tokyo,London,First Class,687,No,0,Vegetarian
2024-12-07,PA009,Tokyo,New York,Economy,1615,Yes,1,Vegetarian
2024-10-29,PA007,Perth,New York,First Class,477,Yes,1,Dairy Free
2024-08-22,PA003,Perth,London,Economy,2360,Yes,2,Vegetarian
2024-11-23,PA007,Perth,New York,First Class,490,No,3,Egg Free
2024-09-29,PA009,Tokyo,New York,Economy,2370,No,0,Vegan
2024-01-31,PA004,London,Perth,First Class,289,Yes,2,Nut Free
2024-05-27,PA007,Perth,New York,Premium Economy,1252,No,3,Nut Free
2024-06-11,PA001,New York,London,Premium Economy,1340,Yes,2,Nut Free
2024-03-09,PA003,Perth,London,Premium Economy,1362,No,3,Vegan
2024-01-05,PA012,Perth,Tokyo,Business Class,336,Yes,3,Vegetarian
2024-06-30,PA006,London,Tokyo,Business Class,685,Yes,3,Dairy Free
2024-12-15,PA003,Perth,London,Business Class,644,No,3,Dairy Free
2024-07-11,PA002,London,New York,Premium Economy,777,Yes,3,Vegan
2024-07-29,PA001,New York,London,First Class,384,Yes,0,Vegan
2024-08-13,PA010,New York,Tokyo,Business Class,289,Yes,1,Vegetarian
2024-02-12,PA001,New York,London,Business Class,295,No,3,None
2024-07-29,PA012,Perth,Tokyo,First Class,554,Yes,2,Nut Free
2024-07-05,PA010,New York,Tokyo,Premium Economy,670,Yes,0,Egg Free
2024-02-01,PA011,Tokyo,Perth,First Class,623,Yes,2,None
2024-10-16,PA006,London,Tokyo,Premium Economy,1255,Yes,3,Nut Free
2024-06-24,PA010,New York,Tokyo,First Class,438,No,2,Vegetarian
2024-06-22,PA008,New York,Perth,Economy,1785,No,2,Vegetarian
2024-03-27,PA006,London,Tokyo,Economy,2755,No,0,Nut Free
2024-09-12,PA002,London,New York,Premium Economy,1407,Yes,0,Vegetarian
2024-01-25,PA001,New York,London,Business Class,565,Yes,1,Nut Free
2024-09-07,PA008,New York,Perth,Business Class,698,Yes,3,Egg Free
2024-12-13,PA012,Perth,Tokyo,Premium Economy,1092,Yes,2,None
2024-02-22,PA002,London,New York,Premium Economy,1027,Yes,2,None
2024-05-02,PA003,Perth,London,Business Class,640,No,0,Vegetarian
2024-02-15,PA005,Tokyo,London,Economy,1800,Yes,0,None
2024-06-22,PA011,Tokyo,Perth,Economy,2725,Yes,2,Nut Free
2024-03-17,PA005,Tokyo,London,Economy,2350,Yes,2,Nut Free
2024-08-23,PA012,Perth,Tokyo,Premium Economy,557,No,0,Nut Free
2024-03-04,PA008,New York,Perth,Premium Economy,1215,Yes,0,None
2024-12-15,PA006,London,Tokyo,Premium Economy,1140,Yes,2,Dairy Free
2024-01-02,PA010,New York,Tokyo,Business Class,507,Yes,2,Egg Free
2024-11-13,PA011,Tokyo,Perth,First Class,353,Yes,2,Vegetarian
2024-03-31,PA002,London,New York,Premium Economy,542,No,3,None
2024-07-13,PA006,London,Tokyo,Economy,3375,Yes,2,Nut Free
2024-09-12,PA004,London,Perth,Economy,1645,Yes,0,Vegetarian
2024-02-27,PA002,London,New York,First Class,325,Yes,0,Vegan
2024-11-10,PA009,Tokyo,New York,First Class,293,No,0,Vegetarian
2024-08-04,PA007,Perth,New York,Economy,2390,Yes,0,None
2024-07-31,PA006,London,Tokyo,Business Class,358,No,2,None
2024-09-05,PA001,New York,London,Premium Economy,1202,Yes,0,Egg Free
2024-03-02,PA011,Tokyo,Perth,Business Class,711,No,1,Egg Free
2024-02-03,PA012,Perth,Tokyo,Premium Economy,1315,No,3,None
2024-06-30,PA011,Tokyo,Perth,First Class,346,No,3,Egg Free
2024-08-13,PA007,Perth,New York,Premium Economy,815,Yes,0,Nut Free
2024-06-04,PA009,Tokyo,New York,Premium Economy,1525,Yes,2,None
2024-02-12,PA003,Perth,London,Business Class,367,No,0,Egg Free
2024-07-17,PA006,London,Tokyo,Business Class,612,No,0,Vegan
2024-12-18,PA012,Perth,Tokyo,Economy,2565,Yes,3,Nut Free
2024-05-14,PA002,London,New York,Business Class,667,Yes,2,Vegan
2024-07-29,PA003,Perth,London,Premium Economy,615,Yes,1,Nut Free
2024-06-03,PA007,Perth,New York,First Class,636,Yes,1,Egg Free
2024-02-09,PA005,Tokyo,London,First Class,519,Yes,2,Vegetarian
2024-09-23,PA005,Tokyo,London,Business Class,367,No,2,Egg Free
2024-09-10,PA011,Tokyo,Perth,Business Class,624,No,2,Vegetarian
2024-03-10,PA008,New York,Perth,Premium Economy,1737,Yes,1,Vegetarian
2024-10-12,PA003,Perth,London,First Class,666,No,3,Vegetarian
2024-01-31,PA002,London,New York,Business Class,343,No,3,Dairy Free
2024-11-27,PA011,Tokyo,Perth,First Class,509,Yes,1,Vegetarian
2024-05-25,PA003,Perth,London,Economy,2395,No,1,Vegan
2024-06-20,PA005,Tokyo,London,Economy,2130,No,0,None
2024-06-26,PA002,London,New York,First Class,335,Yes,0,Vegan
2024-09-25,PA010,New York,Tokyo,Economy,2200,No,0,Nut Free
2024-10-07,PA002,London,New York,First Class,684,Yes,2,Nut Free
2024-09-11,PA003,Perth,London,Economy,3245,No,2,Dairy Free
2024-10-29,PA003,Perth,London,Economy,2720,Yes,3,None
2024-07-28,PA002,London,New York,First Class,641,No,1,Vegan
2024-10-12,PA009,Tokyo,New York,Business Class,478,Yes,1,Egg Free
2024-09-19,PA007,Perth,New York,First Class,231,Yes,2,Nut Free
2024-03-05,PA011,Tokyo,Perth,Business Class,342,No,2,Dairy Free
2024-05-18,PA012,Perth,Tokyo,Business Class,758,No,3,None
2024-07-20,PA010,New York,Tokyo,Business Class,370,Yes,3,Egg Free
2024-09-21,PA004,London,Perth,Business Class,733,Yes,3,Egg Free
2024-07-02,PA002,London,New York,Premium Economy,1142,Yes,1,Dairy Free
2024-02-17,PA007,Perth,New York,First Class,245,Yes,3,Vegetarian
2024-08-22,PA009,Tokyo,New York,Premium Economy,1090,Yes,1,Nut Free
2024-12-03,PA004,London,Perth,Premium Economy,1695,Yes,3,Nut Free
2024-12-27,PA011,Tokyo,Perth,Business Class,445,No,2,Nut Free
2024-12-12,PA009,Tokyo,New York,Economy,1495,Yes,0,Nut Free
2024-01-20,PA002,London,New York,Economy,2270,No,2,Vegan
2024-03-13,PA004,London,Perth,Business Class,835,Yes,0,Dairy Free
2024-09-05,PA012,Perth,Tokyo,Business Class,675,Yes,0,Egg Free
2024-08-02,PA002,London,New York,Premium Economy,1060,Yes,2,Vegan
2024-12-10,PA010,New York,Tokyo,Economy,1235,Yes,0,Vegan
2024-10-03,PA005,Tokyo,London,Economy,1605,No,0,Vegan
2024-10-20,PA005,Tokyo,London,Economy,3175,Yes,0,Vegetarian
2024-06-21,PA009,Tokyo,New York,Premium Economy,1000,Yes,0,None
2024-01-03,PA006,London,Tokyo,Economy,3045,No,1,Vegetarian
2024-03-07,PA005,Tokyo,London,First Class,392,No,1,Vegan
2024-10-08,PA002,London,New York,Business Class,619,Yes,3,Egg Free
2024-07-14,PA007,Perth,New York,Premium Economy,590,Yes,1,Nut Free
2024-05-01,PA009,Tokyo,New York,Premium Economy,1605,No,1,Nut Free
2024-09-27,PA007,Perth,New York,Business Class,459,Yes,3,Egg Free
2024-11-21,PA010,New York,Tokyo,Business Class,518,Yes,2,None
2024-01-29,PA008,New York,Perth,Business Class,831,Yes,3,Egg Free
2024-12-18,PA008,New York,Perth,Economy,2195,No,2,Nut Free
2024-07-05,PA002,London,New York,Economy,2600,No,3,Egg Free
2024-10-05,PA011,Tokyo,Perth,First Class,583,No,2,None
2024-01-26,PA003,Perth,London,Premium Economy,1485,Yes,0,Dairy Free
2024-04-03,PA009,Tokyo,New York,Economy,2290,Yes,0,Dairy Free
2024-05-15,PA011,Tokyo,Perth,First Class,382,Yes,3,Nut Free
2024-11-13,PA003,Perth,London,Economy,1685,Yes,3,Egg Free
2024-03-09,PA006,London,Tokyo,Business Class,426,No,0,Egg Free
2024-10-25,PA011,Tokyo,Perth,First Class,432,No,3,Vegan
2024-03-27,PA005,Tokyo,London,Business Class,655,No,3,Dairy Free
2024-11-04,PA007,Perth,New York,Economy,2330,Yes,2,None
2024-06-25,PA012,Perth,Tokyo,Business Class,697,Yes,0,Dairy Free
2024-10-14,PA007,Perth,New York,Premium Economy,802,Yes,0,Vegan
2024-02-01,PA012,Perth,Tokyo,Premium Economy,647,Yes,0,Vegetarian
2024-07-06,PA001,New York,London,Economy,1280,Yes,0,Egg Free
2024-02-19,PA012,Perth,Tokyo,First Class,340,Yes,0,Nut Free
2024-04-18,PA005,Tokyo,London,Business Class,499,No,2,Vegan
2024-05-12,PA003,Perth,London,Premium Economy,1132,No,1,Nut Free
2024-10-04,PA012,Perth,Tokyo,Business Class,750,No,1,Vegetarian
2024-05-11,PA011,Tokyo,Perth,Economy,1565,Yes,3,None
2024-04-12,PA005,Tokyo,London,Economy,2390,Yes,3,Vegetarian
2024-03-03,PA006,London,Tokyo,Business Class,382,No,0,None
2024-04-06,PA012,Perth,Tokyo,Business Class,302,Yes,3,Egg Free
2024-06-05,PA001,New York,London,Premium Economy,995,No,0,Vegetarian
2024-02-07,PA009,Tokyo,New York,First Class,345,Yes,1,None
2024-07-07,PA003,Perth,London,Premium Economy,762,Yes,2,Vegetarian
2024-05-26,PA010,New York,Tokyo,Business Class,736,No,1,None
2024-06-02,PA002,London,New York,First Class,360,No,2,Vegan
2024-05-08,PA007,Perth,New York,Premium Economy,1030,Yes,2,Egg Free
2024-01-31,PA005,Tokyo,London,Economy,3400,No,0,None
2024-07-22,PA010,New York,Tokyo,First Class,432,Yes,1,Dairy Free
2024-09-28,PA007,Perth,New York,Economy,2485,No,2,Vegan
2024-07-22,PA001,New York,London,First Class,650,No,0,Egg Free
2024-10-31,PA012,Perth,Tokyo,Business Class,757,No,1,Vegetarian
2024-03-26,PA011,Tokyo,Perth,First Class,348,Yes,3,Vegetarian
2024-03-25,PA004,London,Perth,First Class,516,Yes,3,None
2024-07-04,PA012,Perth,Tokyo,Economy,2030,No,0,None
2024-07-06,PA010,New York,Tokyo,Business Class,310,No,1,Dairy Free
2024-12-05,PA005,Tokyo,London,Premium Economy,1690,Yes,0,Vegetarian
2024-10-31,PA011,Tokyo,Perth,Economy,1170,Yes,1,Nut Free
2024-04-25,PA006,London,Tokyo,First Class,399,Yes,1,Nut Free
2024-02-26,PA001,New York,London,Premium Economy,1262,Yes,2,Nut Free
2024-12-29,PA002,London,New York,Economy,2940,No,1,Vegetarian
2024-09-02,PA004,London,Perth,Premium Economy,1605,No,2,None
2024-05-24,PA008,New York,Perth,Business Class,585,No,1,Nut Free
2024-04-23,PA001,New York,London,Premium Economy,552,Yes,3,Egg Free
2024-03-26,PA010,New York,Tokyo,Premium Economy,1330,No,2,Nut Free
2024-08-30,PA009,Tokyo,New York,First Class,482,Yes,0,Vegetarian
2024-04-16,PA001,New York,London,Premium Economy,965,No,1,Vegetarian
2024-07-28,PA007,Perth,New York,Premium Economy,540,No,2,Vegan
2024-09-01,PA003,Perth,London,Economy,2285,No,2,Egg Free
2024-11-18,PA012,Perth,Tokyo,First Class,280,No,3,Vegan
2024-09-27,PA001,New York,London,Business Class,831,Yes,1,Nut Free
2024-07-03,PA007,Perth,New York,Economy,2190,No,2,Dairy Free
2024-10-30,PA005,Tokyo,London,Business Class,708,No,1,Vegetarian
2024-04-01,PA005,Tokyo,London,First Class,270,Yes,2,Dairy Free
2024-09-11,PA005,Tokyo,London,Business Class,724,Yes,3,Egg Free
2024-06-30,PA011,Tokyo,Perth,Economy,3465,No,3,Nut Free
2024-07-04,PA011,Tokyo,Perth,First Class,317,No,3,Nut Free
2024-12-27,PA005,Tokyo,London,First Class,602,Yes,1,None
2024-10-14,PA009,Tokyo,New York,Economy,3325,No,0,Vegetarian
2024-09-11,PA004,London,Perth,Premium Economy,1605,No,1,Vegan
2024-09-26,PA003,Perth,London,First Class,651,No,2,Vegan
2024-12-08,PA006,London,Tokyo,Premium Economy,732,No,0,Egg Free
2024-12-23,PA009,Tokyo,New York,Premium Economy,1030,Yes,0,Vegetarian
2024-07-10,PA012,Perth,Tokyo,Premium Economy,1592,Yes,2,None
2024-07-11,PA008,New York,Perth,Premium Economy,1295,No,2,None
2024-12-25,PA008,New York,Perth,First Class,238,No,1,Egg Free
2024-12-02,PA006,London,Tokyo,Business Class,279,No,0,None
2024-01-08,PA009,Tokyo,New York,Premium Economy,867,No,1,Dairy Free
2024-09-22,PA002,London,New York,Premium Economy,737,No,0,Dairy Free
2024-02-28,PA008,New York,Perth,Economy,1170,No,2,Egg Free
2024-10-30,PA011,Tokyo,Perth,Premium Economy,617,No,2,None
2024-07-24,PA011,Tokyo,Perth,First Class,413,Yes,0,Vegetarian
2024-07-30,PA008,New York,Perth,Premium Economy,1560,No,0,Vegan
2024-12-17,PA004,London,Perth,Business Class,244,No,2,Nut Free
2024-01-29,PA006,London,Tokyo,Economy,1095,Yes,2,Vegan
2024-02-25,PA005,Tokyo,London,First Class,287,No,3,None
2024-08-27,PA008,New York,Perth,Premium Economy,1637,Yes,0,Egg Free
2024-12-16,PA005,Tokyo,London,Premium Economy,820,No,2,Nut Free
2024-05-21,PA010,New York,Tokyo,Premium Economy,667,Yes,2,Nut Free
2024-11-09,PA002,London,New York,Premium Economy,1012,No,2,Egg Free
